id,steps,date,time
1503960366,252,2016-04-17,14:00:00
1503960366,191,2016-04-17,15:00:00
1503960366,13,2016-04-17,16:00:00
1503960366,2613,2016-04-17,17:00:00
1503960366,1616,2016-04-17,18:00:00
1503960366,754,2016-04-17,19:00:00
1503960366,2955,2016-04-17,20:00:00
1503960366,487,2016-04-17,21:00:00
1503960366,70,2016-04-17,22:00:00
1503960366,0,2016-04-17,23:00:00
1503960366,416,2016-04-18,00:00:00
1503960366,0,2016-04-18,01:00:00
1503960366,0,2016-04-18,02:00:00
1503960366,0,2016-04-18,03:00:00
1503960366,0,2016-04-18,04:00:00
1503960366,0,2016-04-18,05:00:00
1503960366,0,2016-04-18,06:00:00
1503960366,0,2016-04-18,07:00:00
1503960366,0,2016-04-18,08:00:00
1503960366,1688,2016-04-18,09:00:00
1503960366,380,2016-04-18,10:00:00
1503960366,328,2016-04-18,11:00:00
1503960366,1306,2016-04-18,12:00:00
1503960366,268,2016-04-18,13:00:00
1503960366,137,2016-04-18,14:00:00
1503960366,495,2016-04-18,15:00:00
1503960366,277,2016-04-18,16:00:00
1503960366,304,2016-04-18,17:00:00
1503960366,4074,2016-04-18,18:00:00
1503960366,2101,2016-04-18,19:00:00
1503960366,28,2016-04-18,20:00:00
1503960366,187,2016-04-18,21:00:00
1503960366,542,2016-04-18,22:00:00
1503960366,488,2016-04-18,23:00:00
1503960366,0,2016-04-19,00:00:00
1503960366,22,2016-04-19,01:00:00
1503960366,0,2016-04-19,02:00:00
1503960366,9,2016-04-19,03:00:00
1503960366,0,2016-04-19,04:00:00
1503960366,0,2016-04-19,05:00:00
1503960366,7,2016-04-19,06:00:00
1503960366,316,2016-04-19,07:00:00
1503960366,1656,2016-04-19,08:00:00
1503960366,367,2016-04-19,09:00:00
1503960366,203,2016-04-19,10:00:00
1503960366,194,2016-04-19,11:00:00
1503960366,1887,2016-04-19,12:00:00
1503960366,2697,2016-04-19,13:00:00
1503960366,409,2016-04-19,14:00:00
1503960366,299,2016-04-19,15:00:00
1503960366,297,2016-04-19,16:00:00
1503960366,732,2016-04-19,17:00:00
1503960366,1280,2016-04-19,18:00:00
1503960366,397,2016-04-19,19:00:00
1503960366,2487,2016-04-19,20:00:00
1503960366,826,2016-04-19,21:00:00
1503960366,52,2016-04-19,22:00:00
1503960366,1369,2016-04-19,23:00:00
1503960366,16,2016-04-20,00:00:00
1503960366,36,2016-04-20,01:00:00
1503960366,0,2016-04-20,02:00:00
1503960366,0,2016-04-20,03:00:00
1503960366,0,2016-04-20,04:00:00
1503960366,0,2016-04-20,05:00:00
1503960366,0,2016-04-20,06:00:00
1503960366,29,2016-04-20,07:00:00
1503960366,264,2016-04-20,08:00:00
1503960366,1993,2016-04-20,09:00:00
1503960366,459,2016-04-20,10:00:00
1503960366,65,2016-04-20,11:00:00
1503960366,185,2016-04-20,12:00:00
1503960366,64,2016-04-20,13:00:00
1503960366,1270,2016-04-20,14:00:00
1503960366,797,2016-04-20,15:00:00
1503960366,261,2016-04-20,16:00:00
1503960366,13,2016-04-20,17:00:00
1503960366,1308,2016-04-20,18:00:00
1503960366,1558,2016-04-20,19:00:00
1503960366,499,2016-04-20,20:00:00
1503960366,395,2016-04-20,21:00:00
1503960366,77,2016-04-20,22:00:00
1503960366,1255,2016-04-20,23:00:00
1503960366,17,2016-04-21,00:00:00
1503960366,129,2016-04-21,01:00:00
1503960366,81,2016-04-21,02:00:00
1503960366,0,2016-04-21,03:00:00
1503960366,0,2016-04-21,04:00:00
1503960366,0,2016-04-21,05:00:00
1503960366,0,2016-04-21,06:00:00
1503960366,38,2016-04-21,07:00:00
1503960366,245,2016-04-21,08:00:00
1503960366,1672,2016-04-21,09:00:00
1503960366,255,2016-04-21,10:00:00
1503960366,0,2016-04-21,11:00:00
1503960366,384,2016-04-21,12:00:00
1503960366,1140,2016-04-21,13:00:00
1503960366,12,2016-04-21,14:00:00
1503960366,213,2016-04-21,15:00:00
1503960366,26,2016-04-21,16:00:00
1503960366,96,2016-04-21,17:00:00
1503960366,213,2016-04-21,18:00:00
1503960366,100,2016-04-21,19:00:00
1503960366,3541,2016-04-21,20:00:00
1503960366,970,2016-04-21,21:00:00
1503960366,89,2016-04-21,22:00:00
1503960366,598,2016-04-21,23:00:00
1503960366,0,2016-04-22,00:00:00
1503960366,0,2016-04-22,01:00:00
1503960366,0,2016-04-22,02:00:00
1503960366,0,2016-04-22,03:00:00
1503960366,0,2016-04-22,04:00:00
1503960366,0,2016-04-22,05:00:00
1503960366,0,2016-04-22,06:00:00
1503960366,0,2016-04-22,07:00:00
1503960366,0,2016-04-22,08:00:00
1503960366,192,2016-04-22,09:00:00
1503960366,29,2016-04-22,10:00:00
1503960366,958,2016-04-22,11:00:00
1503960366,38,2016-04-22,12:00:00
1503960366,118,2016-04-22,13:00:00
1503960366,0,2016-04-22,14:00:00
1503960366,180,2016-04-22,15:00:00
1503960366,22,2016-04-22,16:00:00
1503960366,1041,2016-04-22,17:00:00
1503960366,514,2016-04-22,18:00:00
1503960366,629,2016-04-22,19:00:00
1503960366,329,2016-04-22,20:00:00
1503960366,5934,2016-04-22,21:00:00
1503960366,855,2016-04-22,22:00:00
1503960366,1925,2016-04-22,23:00:00
1503960366,182,2016-04-23,00:00:00
1503960366,0,2016-04-23,01:00:00
1503960366,11,2016-04-23,02:00:00
1503960366,0,2016-04-23,03:00:00
1503960366,0,2016-04-23,04:00:00
1503960366,0,2016-04-23,05:00:00
1503960366,12,2016-04-23,06:00:00
1503960366,0,2016-04-23,07:00:00
1503960366,127,2016-04-23,08:00:00
1503960366,285,2016-04-23,09:00:00
1503960366,49,2016-04-23,10:00:00
1503960366,703,2016-04-23,11:00:00
1503960366,1597,2016-04-23,12:00:00
1503960366,1453,2016-04-23,13:00:00
1503960366,202,2016-04-23,14:00:00
1503960366,158,2016-04-23,15:00:00
1503960366,2008,2016-04-23,16:00:00
1503960366,1472,2016-04-23,17:00:00
1503960366,2569,2016-04-23,18:00:00
1503960366,29,2016-04-23,19:00:00
1503960366,142,2016-04-23,20:00:00
1503960366,2432,2016-04-23,21:00:00
1503960366,709,2016-04-23,22:00:00
1503960366,231,2016-04-23,23:00:00
1503960366,141,2016-04-24,00:00:00
1503960366,42,2016-04-24,01:00:00
1503960366,0,2016-04-24,02:00:00
1503960366,0,2016-04-24,03:00:00
1503960366,8,2016-04-24,04:00:00
1503960366,0,2016-04-24,05:00:00
1503960366,7,2016-04-24,06:00:00
1503960366,0,2016-04-24,07:00:00
1503960366,8,2016-04-24,08:00:00
1503960366,76,2016-04-24,09:00:00
1503960366,492,2016-04-24,10:00:00
1503960366,149,2016-04-24,11:00:00
1503960366,548,2016-04-24,12:00:00
1503960366,394,2016-04-24,13:00:00
1503960366,26,2016-04-24,14:00:00
1503960366,27,2016-04-24,15:00:00
1503960366,885,2016-04-24,16:00:00
1503960366,411,2016-04-24,17:00:00
1503960366,911,2016-04-24,18:00:00
1503960366,4871,2016-04-24,19:00:00
1503960366,342,2016-04-24,20:00:00
1503960366,244,2016-04-24,21:00:00
1503960366,66,2016-04-24,22:00:00
1503960366,391,2016-04-24,23:00:00
1503960366,95,2016-04-25,00:00:00
1503960366,22,2016-04-25,01:00:00
1503960366,97,2016-04-25,02:00:00
1503960366,0,2016-04-25,03:00:00
1503960366,25,2016-04-25,04:00:00
1503960366,4,2016-04-25,05:00:00
1503960366,0,2016-04-25,06:00:00
1503960366,44,2016-04-25,07:00:00
1503960366,426,2016-04-25,08:00:00
1503960366,2041,2016-04-25,09:00:00
1503960366,258,2016-04-25,10:00:00
1503960366,1468,2016-04-25,11:00:00
1503960366,707,2016-04-25,12:00:00
1503960366,299,2016-04-25,13:00:00
1503960366,94,2016-04-25,14:00:00
1503960366,359,2016-04-25,15:00:00
1503960366,263,2016-04-25,16:00:00
1503960366,188,2016-04-25,17:00:00
1503960366,116,2016-04-25,18:00:00
1503960366,2815,2016-04-25,19:00:00
1503960366,895,2016-04-25,20:00:00
1503960366,4895,2016-04-25,21:00:00
1503960366,188,2016-04-25,22:00:00
1503960366,56,2016-04-25,23:00:00
1503960366,101,2016-04-26,00:00:00
1503960366,178,2016-04-26,01:00:00
1503960366,0,2016-04-26,02:00:00
1503960366,145,2016-04-26,03:00:00
1503960366,0,2016-04-26,04:00:00
1503960366,7,2016-04-26,05:00:00
1503960366,0,2016-04-26,06:00:00
1503960366,28,2016-04-26,07:00:00
1503960366,173,2016-04-26,08:00:00
1503960366,1826,2016-04-26,09:00:00
1503960366,666,2016-04-26,10:00:00
1503960366,266,2016-04-26,11:00:00
1503960366,415,2016-04-26,12:00:00
1503960366,1571,2016-04-26,13:00:00
1503960366,1998,2016-04-26,14:00:00
1503960366,323,2016-04-26,15:00:00
1503960366,697,2016-04-26,16:00:00
1503960366,143,2016-04-26,17:00:00
1503960366,2513,2016-04-26,18:00:00
1503960366,148,2016-04-26,19:00:00
1503960366,1649,2016-04-26,20:00:00
1503960366,450,2016-04-26,21:00:00
1503960366,148,2016-04-26,22:00:00
1503960366,310,2016-04-26,23:00:00
1503960366,277,2016-04-27,00:00:00
1503960366,60,2016-04-27,01:00:00
1503960366,17,2016-04-27,02:00:00
1503960366,0,2016-04-27,03:00:00
1503960366,0,2016-04-27,04:00:00
1503960366,0,2016-04-27,05:00:00
1503960366,0,2016-04-27,06:00:00
1503960366,0,2016-04-27,07:00:00
1503960366,0,2016-04-27,08:00:00
1503960366,1916,2016-04-27,09:00:00
1503960366,502,2016-04-27,10:00:00
1503960366,797,2016-04-27,11:00:00
1503960366,701,2016-04-27,12:00:00
1503960366,319,2016-04-27,13:00:00
1503960366,1932,2016-04-27,14:00:00
1503960366,59,2016-04-27,15:00:00
1503960366,98,2016-04-27,16:00:00
1503960366,261,2016-04-27,17:00:00
1503960366,2714,2016-04-27,18:00:00
1503960366,5786,2016-04-27,19:00:00
1503960366,2420,2016-04-27,20:00:00
1503960366,266,2016-04-27,21:00:00
1503960366,0,2016-04-27,22:00:00
1503960366,0,2016-04-27,23:00:00
1503960366,0,2016-04-28,00:00:00
1503960366,127,2016-04-28,01:00:00
1503960366,0,2016-04-28,02:00:00
1503960366,0,2016-04-28,03:00:00
1503960366,0,2016-04-28,04:00:00
1503960366,0,2016-04-28,05:00:00
1503960366,0,2016-04-28,06:00:00
1503960366,14,2016-04-28,07:00:00
1503960366,128,2016-04-28,08:00:00
1503960366,1192,2016-04-28,09:00:00
1503960366,987,2016-04-28,10:00:00
1503960366,288,2016-04-28,11:00:00
1503960366,317,2016-04-28,12:00:00
1503960366,1144,2016-04-28,13:00:00
1503960366,1512,2016-04-28,14:00:00
1503960366,115,2016-04-28,15:00:00
1503960366,554,2016-04-28,16:00:00
1503960366,235,2016-04-28,17:00:00
1503960366,1829,2016-04-28,18:00:00
1503960366,13,2016-04-28,19:00:00
1503960366,2122,2016-04-28,20:00:00
1503960366,986,2016-04-28,21:00:00
1503960366,16,2016-04-28,22:00:00
1503960366,1512,2016-04-28,23:00:00
1503960366,202,2016-04-29,00:00:00
1503960366,0,2016-04-29,01:00:00
1503960366,71,2016-04-29,02:00:00
1503960366,0,2016-04-29,03:00:00
1503960366,0,2016-04-29,04:00:00
1503960366,0,2016-04-29,05:00:00
1503960366,0,2016-04-29,06:00:00
1503960366,27,2016-04-29,07:00:00
1503960366,201,2016-04-29,08:00:00
1503960366,1820,2016-04-29,09:00:00
1503960366,44,2016-04-29,10:00:00
1503960366,104,2016-04-29,11:00:00
1503960366,214,2016-04-29,12:00:00
1503960366,41,2016-04-29,13:00:00
1503960366,1711,2016-04-29,14:00:00
1503960366,1076,2016-04-29,15:00:00
1503960366,285,2016-04-29,16:00:00
1503960366,380,2016-04-29,17:00:00
1503960366,118,2016-04-29,18:00:00
1503960366,267,2016-04-29,19:00:00
1503960366,386,2016-04-29,20:00:00
1503960366,1366,2016-04-29,21:00:00
1503960366,1111,2016-04-29,22:00:00
1503960366,1757,2016-04-29,23:00:00
1503960366,19,2016-04-30,00:00:00
1503960366,65,2016-04-30,01:00:00
1503960366,0,2016-04-30,02:00:00
1503960366,6,2016-04-30,03:00:00
1503960366,0,2016-04-30,04:00:00
1503960366,0,2016-04-30,05:00:00
1503960366,0,2016-04-30,06:00:00
1503960366,0,2016-04-30,07:00:00
1503960366,60,2016-04-30,08:00:00
1503960366,148,2016-04-30,09:00:00
1503960366,239,2016-04-30,10:00:00
1503960366,127,2016-04-30,11:00:00
1503960366,92,2016-04-30,12:00:00
1503960366,141,2016-04-30,13:00:00
1503960366,520,2016-04-30,14:00:00
1503960366,993,2016-04-30,15:00:00
1503960366,3388,2016-04-30,16:00:00
1503960366,2176,2016-04-30,17:00:00
1503960366,2319,2016-04-30,18:00:00
1503960366,92,2016-04-30,19:00:00
1503960366,117,2016-04-30,20:00:00
1503960366,840,2016-04-30,21:00:00
1503960366,2139,2016-04-30,22:00:00
1503960366,1192,2016-04-30,23:00:00
1503960366,247,2016-05-01,00:00:00
1503960366,59,2016-05-01,01:00:00
1503960366,36,2016-05-01,02:00:00
1503960366,4,2016-05-01,03:00:00
1503960366,0,2016-05-01,04:00:00
1503960366,0,2016-05-01,05:00:00
1503960366,0,2016-05-01,06:00:00
1503960366,41,2016-05-01,07:00:00
1503960366,94,2016-05-01,08:00:00
1503960366,198,2016-05-01,09:00:00
1503960366,146,2016-05-01,10:00:00
1503960366,103,2016-05-01,11:00:00
1503960366,130,2016-05-01,12:00:00
1503960366,85,2016-05-01,13:00:00
1503960366,540,2016-05-01,14:00:00
1503960366,294,2016-05-01,15:00:00
1503960366,823,2016-05-01,16:00:00
1503960366,1053,2016-05-01,17:00:00
1503960366,2007,2016-05-01,18:00:00
1503960366,177,2016-05-01,19:00:00
1503960366,93,2016-05-01,20:00:00
1503960366,363,2016-05-01,21:00:00
1503960366,1552,2016-05-01,22:00:00
1503960366,2557,2016-05-01,23:00:00
1503960366,0,2016-05-02,00:00:00
1503960366,119,2016-05-02,01:00:00
1503960366,0,2016-05-02,02:00:00
1503960366,21,2016-05-02,03:00:00
1503960366,0,2016-05-02,04:00:00
1503960366,0,2016-05-02,05:00:00
1503960366,0,2016-05-02,06:00:00
1503960366,28,2016-05-02,07:00:00
1503960366,245,2016-05-02,08:00:00
1503960366,1690,2016-05-02,09:00:00
1503960366,369,2016-05-02,10:00:00
1503960366,384,2016-05-02,11:00:00
1503960366,2116,2016-05-02,12:00:00
1503960366,1064,2016-05-02,13:00:00
1503960366,355,2016-05-02,14:00:00
1503960366,418,2016-05-02,15:00:00
1503960366,420,2016-05-02,16:00:00
1503960366,340,2016-05-02,17:00:00
1503960366,227,2016-05-02,18:00:00
1503960366,235,2016-05-02,19:00:00
1503960366,3903,2016-05-02,20:00:00
1503960366,1427,2016-05-02,21:00:00
1503960366,945,2016-05-02,22:00:00
1503960366,404,2016-05-02,23:00:00
1503960366,55,2016-05-03,00:00:00
1503960366,79,2016-05-03,01:00:00
1503960366,20,2016-05-03,02:00:00
1503960366,110,2016-05-03,03:00:00
1503960366,0,2016-05-03,04:00:00
1503960366,0,2016-05-03,05:00:00
1503960366,16,2016-05-03,06:00:00
1503960366,23,2016-05-03,07:00:00
1503960366,158,2016-05-03,08:00:00
1503960366,1391,2016-05-03,09:00:00
1503960366,955,2016-05-03,10:00:00
1503960366,297,2016-05-03,11:00:00
1503960366,396,2016-05-03,12:00:00
1503960366,309,2016-05-03,13:00:00
1503960366,384,2016-05-03,14:00:00
1503960366,1719,2016-05-03,15:00:00
1503960366,870,2016-05-03,16:00:00
1503960366,690,2016-05-03,17:00:00
1503960366,3119,2016-05-03,18:00:00
1503960366,140,2016-05-03,19:00:00
1503960366,6,2016-05-03,20:00:00
1503960366,1333,2016-05-03,21:00:00
1503960366,2549,2016-05-03,22:00:00
1503960366,484,2016-05-03,23:00:00
1503960366,400,2016-05-04,00:00:00
1503960366,18,2016-05-04,01:00:00
1503960366,0,2016-05-04,02:00:00
1503960366,0,2016-05-04,03:00:00
1503960366,0,2016-05-04,04:00:00
1503960366,0,2016-05-04,05:00:00
1503960366,0,2016-05-04,06:00:00
1503960366,0,2016-05-04,07:00:00
1503960366,68,2016-05-04,08:00:00
1503960366,1470,2016-05-04,09:00:00
1503960366,598,2016-05-04,10:00:00
1503960366,194,2016-05-04,11:00:00
1503960366,366,2016-05-04,12:00:00
1503960366,318,2016-05-04,13:00:00
1503960366,2284,2016-05-04,14:00:00
1503960366,138,2016-05-04,15:00:00
1503960366,144,2016-05-04,16:00:00
1503960366,341,2016-05-04,17:00:00
1503960366,2041,2016-05-04,18:00:00
1503960366,205,2016-05-04,19:00:00
1503960366,1316,2016-05-04,20:00:00
1503960366,1106,2016-05-04,21:00:00
1503960366,93,2016-05-04,22:00:00
1503960366,0,2016-05-04,23:00:00
1503960366,70,2016-05-05,00:00:00
1503960366,113,2016-05-05,01:00:00
1503960366,19,2016-05-05,02:00:00
1503960366,0,2016-05-05,03:00:00
1503960366,44,2016-05-05,04:00:00
1503960366,0,2016-05-05,05:00:00
1503960366,8,2016-05-05,06:00:00
1503960366,23,2016-05-05,07:00:00
1503960366,107,2016-05-05,08:00:00
1503960366,1615,2016-05-05,09:00:00
1503960366,360,2016-05-05,10:00:00
1503960366,28,2016-05-05,11:00:00
1503960366,318,2016-05-05,12:00:00
1503960366,1231,2016-05-05,13:00:00
1503960366,375,2016-05-05,14:00:00
1503960366,187,2016-05-05,15:00:00
1503960366,989,2016-05-05,16:00:00
1503960366,2217,2016-05-05,17:00:00
1503960366,715,2016-05-05,18:00:00
1503960366,348,2016-05-05,19:00:00
1503960366,283,2016-05-05,20:00:00
1503960366,3897,2016-05-05,21:00:00
1503960366,900,2016-05-05,22:00:00
1503960366,200,2016-05-05,23:00:00
1503960366,186,2016-05-06,00:00:00
1503960366,4,2016-05-06,01:00:00
1503960366,88,2016-05-06,02:00:00
1503960366,0,2016-05-06,03:00:00
1503960366,19,2016-05-06,04:00:00
1503960366,0,2016-05-06,05:00:00
1503960366,0,2016-05-06,06:00:00
1503960366,23,2016-05-06,07:00:00
1503960366,146,2016-05-06,08:00:00
1503960366,1683,2016-05-06,09:00:00
1503960366,504,2016-05-06,10:00:00
1503960366,234,2016-05-06,11:00:00
1503960366,261,2016-05-06,12:00:00
1503960366,175,2016-05-06,13:00:00
1503960366,535,2016-05-06,14:00:00
1503960366,900,2016-05-06,15:00:00
1503960366,335,2016-05-06,16:00:00
1503960366,279,2016-05-06,17:00:00
1503960366,1532,2016-05-06,18:00:00
1503960366,2500,2016-05-06,19:00:00
1503960366,255,2016-05-06,20:00:00
1503960366,514,2016-05-06,21:00:00
1503960366,375,2016-05-06,22:00:00
1503960366,1611,2016-05-06,23:00:00
1503960366,168,2016-05-07,00:00:00
1503960366,0,2016-05-07,01:00:00
1503960366,19,2016-05-07,02:00:00
1503960366,0,2016-05-07,03:00:00
1503960366,0,2016-05-07,04:00:00
1503960366,0,2016-05-07,05:00:00
1503960366,0,2016-05-07,06:00:00
1503960366,0,2016-05-07,07:00:00
1503960366,132,2016-05-07,08:00:00
1503960366,115,2016-05-07,09:00:00
1503960366,1291,2016-05-07,10:00:00
1503960366,2352,2016-05-07,11:00:00
1503960366,129,2016-05-07,12:00:00
1503960366,77,2016-05-07,13:00:00
1503960366,125,2016-05-07,14:00:00
1503960366,318,2016-05-07,15:00:00
1503960366,259,2016-05-07,16:00:00
1503960366,173,2016-05-07,17:00:00
1503960366,253,2016-05-07,18:00:00
1503960366,652,2016-05-07,19:00:00
1503960366,102,2016-05-07,20:00:00
1503960366,2073,2016-05-07,21:00:00
1503960366,3696,2016-05-07,22:00:00
1503960366,58,2016-05-07,23:00:00
1503960366,147,2016-05-08,00:00:00
1503960366,0,2016-05-08,01:00:00
1503960366,0,2016-05-08,02:00:00
1503960366,0,2016-05-08,03:00:00
1503960366,6,2016-05-08,04:00:00
1503960366,0,2016-05-08,05:00:00
1503960366,7,2016-05-08,06:00:00
1503960366,0,2016-05-08,07:00:00
1503960366,0,2016-05-08,08:00:00
1503960366,0,2016-05-08,09:00:00
1503960366,0,2016-05-08,10:00:00
1503960366,0,2016-05-08,11:00:00
1503960366,511,2016-05-08,12:00:00
1503960366,227,2016-05-08,13:00:00
1503960366,660,2016-05-08,14:00:00
1503960366,341,2016-05-08,15:00:00
1503960366,100,2016-05-08,16:00:00
1503960366,240,2016-05-08,17:00:00
1503960366,4472,2016-05-08,18:00:00
1503960366,1069,2016-05-08,19:00:00
1503960366,793,2016-05-08,20:00:00
1503960366,663,2016-05-08,21:00:00
1503960366,553,2016-05-08,22:00:00
1503960366,271,2016-05-08,23:00:00
1503960366,135,2016-05-09,00:00:00
1503960366,0,2016-05-09,01:00:00
1503960366,0,2016-05-09,02:00:00
1503960366,0,2016-05-09,03:00:00
1503960366,0,2016-05-09,04:00:00
1503960366,14,2016-05-09,05:00:00
1503960366,408,2016-05-09,06:00:00
1503960366,214,2016-05-09,07:00:00
1503960366,109,2016-05-09,08:00:00
1503960366,160,2016-05-09,09:00:00
1503960366,322,2016-05-09,10:00:00
1503960366,477,2016-05-09,11:00:00
1503960366,507,2016-05-09,12:00:00
1503960366,7,2016-05-09,13:00:00
1503960366,0,2016-05-09,14:00:00
1503960366,22,2016-05-09,15:00:00
1503960366,2692,2016-05-09,16:00:00
1503960366,1260,2016-05-09,17:00:00
1503960366,624,2016-05-09,18:00:00
1503960366,1062,2016-05-09,19:00:00
1503960366,1325,2016-05-09,20:00:00
1503960366,2684,2016-05-09,21:00:00
1503960366,0,2016-05-09,22:00:00
1503960366,0,2016-05-09,23:00:00
1503960366,0,2016-05-10,00:00:00
1503960366,92,2016-05-10,01:00:00
1503960366,0,2016-05-10,02:00:00
1503960366,0,2016-05-10,03:00:00
1503960366,0,2016-05-10,04:00:00
1503960366,0,2016-05-10,05:00:00
1503960366,0,2016-05-10,06:00:00
1503960366,47,2016-05-10,07:00:00
1503960366,227,2016-05-10,08:00:00
1503960366,1461,2016-05-10,09:00:00
1503960366,258,2016-05-10,10:00:00
1503960366,988,2016-05-10,11:00:00
1503960366,74,2016-05-10,12:00:00
1503960366,234,2016-05-10,13:00:00
1503960366,159,2016-05-10,14:00:00
1503960366,1038,2016-05-10,15:00:00
1503960366,312,2016-05-10,16:00:00
1503960366,645,2016-05-10,17:00:00
1503960366,2494,2016-05-10,18:00:00
1503960366,1418,2016-05-10,19:00:00
